text_clean,sentiment_numeric,word_count,num_stop_words,num_chars,num_punctuation_chars,category_gaming,category_movies,category_music,category_technology,hour,weekday,month,fear,anger,anticipation,trust,surprise,positive,negative,sadness,disgust,joy
wereare you. ieve,0,3,0,17,1,0.0,0.0,1.0,0.0,16,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
love  from chennai,1,4,1,21,0,0.0,0.0,1.0,0.0,16,5,6,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5
billi elish ,0,3,0,15,0,0.0,0.0,1.0,0.0,16,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
anyone today from കരള ,0,5,1,28,0,0.0,0.0,1.0,0.0,16,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
i'm from nepal,0,3,2,14,1,0.0,0.0,1.0,0.0,16,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
marathi song trend setter sanju rathod ,1,7,0,41,0,0.0,0.0,1.0,0.0,16,5,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
cute song ,1,3,0,12,0,0.0,0.0,1.0,0.0,16,5,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
anyone every day ,1,4,0,19,0,0.0,0.0,1.0,0.0,16,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
any 2025-26,0,2,1,11,1,0.0,0.0,1.0,0.0,16,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
isha ko dekh kar tv thodr ka man ho raha hainlekhi garib bato se he thodr de raha hoon,0,19,1,87,0,0.0,0.0,1.0,0.0,16,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
any one after 2 hour,0,5,2,21,0,0.0,0.0,1.0,0.0,16,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
942 anyone one 2025...,1,4,0,25,4,0.0,0.0,1.0,0.0,16,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
thank god no shity hindi words i between.. pure marathi only. cheers lord superb song,1,15,2,86,3,0.0,0.0,1.0,0.0,16,5,6,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.16666666666666666,0.0,0.25,0.16666666666666666,0.0,0.08333333333333333,0.08333333333333333
background music,0,2,0,16,0,0.0,0.0,1.0,0.0,16,5,6,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333
awesome dude after listening this my vibes are also vibing ,1,11,4,64,0,0.0,0.0,1.0,0.0,16,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
don't like my comment,-1,4,2,21,1,0.0,0.0,1.0,0.0,16,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
thank you l is a my friend sister thank you ,1,11,5,48,0,0.0,0.0,1.0,0.0,16,5,6,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
is gana mei koyi meaning hei!!! ,0,7,1,35,3,0.0,0.0,1.0,0.0,15,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pure talent...,1,2,0,15,3,0.0,0.0,1.0,0.0,15,5,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
 song,0,2,0,9,0,0.0,0.0,1.0,0.0,15,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
not taking away from the singer but tbh whatever music video isha does it becomes super hit lol.,1,18,6,96,1,0.0,0.0,1.0,0.0,15,5,6,0.0,0.2,0.0,0.0,0.0,0.2,0.2,0.2,0.0,0.2
217 sence ,1,3,0,13,1,0.0,0.0,1.0,0.0,15,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
anyone tommorow,0,2,0,15,0,0.0,0.0,1.0,0.0,15,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
the song is beautiful but tiktokers made it cringe ,-1,10,4,52,0,0.0,0.0,1.0,0.0,15,5,6,0.16666666666666666,0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
editing ,1,2,0,12,0,0.0,0.0,1.0,0.0,15,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
amezing ,1,2,0,10,0,0.0,0.0,1.0,0.0,15,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
anyone from nepal ,1,4,1,21,0,0.0,0.0,1.0,0.0,15,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
men to sunita didi ke reels dekh kar sun ne aya hun,0,12,1,51,0,0.0,0.0,1.0,0.0,15,5,6,0.0,0.0,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.2
kelega free fire ,-1,4,0,20,0,0.0,0.0,1.0,0.0,15,5,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hai kitni sundar tujhe dimple hai take it take it i love this song...ive listened numerous times and just uff image this with ur pasandida auratmard,1,26,7,162,3,0.0,0.0,1.0,0.0,15,5,6,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5
22 jun 2025 mey kon video dekhega,0,7,0,33,0,0.0,0.0,1.0,0.0,15,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
   respect brother love from bangladesh,0,8,1,44,0,0.0,0.0,1.0,0.0,15,5,6,0.0,0.0,0.125,0.25,0.0,0.375,0.0,0.0,0.0,0.25
hi sanju aapka auur isha malviya ka gaana bohot aacha hai auur meine bhi iss gaane per apni video banai hai bohot accha gaana hai aapka,0,26,0,135,0,0.0,0.0,1.0,0.0,15,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a man who change my whole perspective about marathi songs..such a banger,1,12,5,74,2,0.0,0.0,1.0,0.0,15,5,6,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.0
wow singer is amazing and sweet voice ,1,8,2,42,0,0.0,0.0,1.0,0.0,15,5,6,0.0,0.0,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.2
hii ,1,2,0,5,0,0.0,0.0,1.0,0.0,15,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
anyone today?,0,2,0,15,1,0.0,0.0,1.0,0.0,15,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sudden growth of the song fr,1,6,2,29,0,0.0,0.0,1.0,0.0,15,5,6,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0
comment section  kon kon section ,0,7,0,35,0,0.0,0.0,1.0,0.0,15,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
don't understand language vibes tu hain  1 no  trending ,0,12,2,59,1,0.0,0.0,1.0,0.0,15,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
digital signals royally helal jaldi jaldi happy signals,1,8,0,59,0,0.0,0.0,1.0,0.0,15,5,6,0.0,0.0,0.25,0.25,0.0,0.25,0.0,0.0,0.0,0.25
nice song ,1,3,0,13,0,0.0,0.0,1.0,0.0,15,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22 june 2025,1,3,0,13,0,0.0,0.0,1.0,0.0,15,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"21st june,2025 how many of you are listing this today?",0,10,5,54,2,0.0,0.0,1.0,0.0,15,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
new song hot ,1,4,0,19,0,0.0,0.0,1.0,0.0,15,5,6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kon kon reel dekh kor aya hai ,0,8,0,32,0,0.0,0.0,1.0,0.0,15,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
anyone 2027,0,2,0,13,0,0.0,0.0,1.0,0.0,14,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
i ove chamak shalo shaky shajy,1,6,1,43,0,0.0,0.0,1.0,0.0,14,5,6,0.25,0.25,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0
21 july ma a gana kon sun raha ha,0,9,2,33,0,0.0,0.0,1.0,0.0,14,5,6,0.0,0.0,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.2
very beautiful ,1,3,1,18,0,0.0,0.0,1.0,0.0,14,5,6,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5
maa kasam hai jisne like subscribe nhi kiya wo exam mai fail ho gyega,-1,14,0,70,0,0.0,0.0,1.0,0.0,14,5,6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vibe hi vibe ,1,4,0,15,0,0.0,0.0,1.0,0.0,14,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
super ,1,2,0,8,0,0.0,0.0,1.0,0.0,14,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
phir bhi me marathi nhi sikhunga ,0,7,1,34,0,0.0,0.0,1.0,0.0,14,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21 june ko kon kon sun raha h,0,8,0,29,0,0.0,0.0,1.0,0.0,14,5,6,0.0,0.0,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.2
nepali haru yeta hae ko ko 2025 -05-19,0,8,0,38,2,0.0,0.0,1.0,0.0,14,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tattiii ,-1,2,0,13,0,0.0,0.0,1.0,0.0,14,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cringe ,0,2,0,9,0,0.0,0.0,1.0,0.0,14,5,6,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.0
yeh bengoli hy ya hindi mujhy samajh araha hy,0,9,0,47,0,0.0,0.0,1.0,0.0,14,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bakwas song cringe ,-1,4,0,20,0,0.0,0.0,1.0,0.0,14,5,6,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.0
world  famush anthem,0,4,0,21,0,0.0,0.0,1.0,0.0,14,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
date 21 june,0,3,0,12,0,0.0,0.0,1.0,0.0,14,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
back to back hits ,1,5,1,19,0,0.0,0.0,1.0,0.0,14,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sapphire is better,1,3,1,18,0,0.0,0.0,1.0,0.0,14,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
the beautiful lehngas though ,1,5,1,30,0,0.0,0.0,1.0,0.0,14,5,6,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5
this is the best song i have ever listened ,1,10,5,45,0,0.0,0.0,1.0,0.0,14,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jamun kisne dekha  212 ,1,6,0,27,1,0.0,0.0,1.0,0.0,14,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
best song and lovely song,1,5,1,25,0,0.0,0.0,1.0,0.0,14,5,6,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666
21 jone 2025 146,0,4,0,18,1,0.0,0.0,1.0,0.0,14,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
what a tending song ,1,5,2,21,0,0.0,0.0,1.0,0.0,14,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
so cute song ,1,4,1,15,0,0.0,0.0,1.0,0.0,14,5,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
literally very nice song ,1,5,1,26,0,0.0,0.0,1.0,0.0,14,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
anyone 21 june 2025,1,4,0,20,0,0.0,0.0,1.0,0.0,14,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
after ayesha reel,0,3,1,17,0,0.0,0.0,1.0,0.0,14,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kon kon tiktok se dekh kar aya hai ,0,9,0,37,0,0.0,0.0,1.0,0.0,14,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
faltu namber 1 song,-1,4,0,21,0,0.0,0.0,1.0,0.0,14,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
only bengali people understand 026 ,0,6,1,37,1,0.0,0.0,1.0,0.0,13,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
my favourite song i like this song,1,7,3,34,0,0.0,0.0,1.0,0.0,13,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
just wow,1,2,1,29,0,0.0,0.0,1.0,0.0,13,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mujhe bahut acha song laga hai ,1,7,0,43,0,0.0,0.0,1.0,0.0,13,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"भव, त आज मरठ भषच शन आहस..",0,7,0,37,3,0.0,0.0,1.0,0.0,13,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aaj to maja a gaya ,0,6,2,22,0,0.0,0.0,1.0,0.0,13,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025 me kon kon sun raha hai,0,7,1,29,0,0.0,0.0,1.0,0.0,13,5,6,0.0,0.0,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.2
"its 21 june 2025 , happy yoga day with this song ",1,12,3,53,1,0.0,0.0,1.0,0.0,13,5,6,0.0,0.0,0.25,0.25,0.0,0.25,0.0,0.0,0.0,0.25
understanding 10 vibe100,1,3,0,27,0,0.0,0.0,1.0,0.0,13,5,6,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0
aaj ky din kon kon dhak raha hi,0,8,0,31,0,0.0,0.0,1.0,0.0,13,5,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
big fan,1,2,0,7,0,0.0,0.0,1.0,0.0,13,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
he kuj sindhi me aa gaano,0,6,2,25,0,0.0,0.0,1.0,0.0,13,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bhau wanted to make ' sexy sexy ' but then opted for shaky shaky. sanskari.,0,15,4,75,4,0.0,0.0,1.0,0.0,13,5,6,0.25,0.25,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0
anyone tomorrow ,0,3,0,19,0,0.0,0.0,1.0,0.0,13,5,6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
very nice songs,1,3,1,15,0,0.0,0.0,1.0,0.0,13,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
main to bas aapki hi marathi songs sunta hoon bosss kya gjbbbbb hai ,1,14,1,71,0,0.0,0.0,1.0,0.0,13,5,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
edit ,0,2,0,6,0,0.0,0.0,1.0,0.0,13,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
best song terding,1,3,0,17,0,0.0,0.0,1.0,0.0,13,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ye song sana yousaf ki yad dilata hain,0,8,0,38,0,0.0,0.0,1.0,0.0,13,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fir se pura insta aur tiktok hila k rakhdiya ..,0,10,0,47,2,0.0,0.0,1.0,0.0,13,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
exam me fail wali comment kidhar hai ,-1,8,1,39,0,0.0,0.0,1.0,0.0,13,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
today comment wale kidhar hai,0,5,0,30,0,0.0,0.0,1.0,0.0,13,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
perfect for reels ,1,4,1,21,0,0.0,0.0,1.0,0.0,13,5,6,0.0,0.0,0.25,0.25,0.0,0.25,0.0,0.0,0.0,0.25
21 june la kon kon baght aahe? like kara ,1,10,0,43,1,0.0,0.0,1.0,0.0,13,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139 trending reels ,1,4,0,21,1,0.0,0.0,1.0,0.0,13,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jo insta se aaya wo like kre,1,7,0,32,0,0.0,0.0,1.0,0.0,13,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bro loved it indian and african vibes.,1,7,2,38,1,0.0,0.0,1.0,0.0,13,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 nice ,1,3,0,10,0,0.0,0.0,1.0,0.0,13,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
you are king of marathi song,1,6,3,28,0,0.0,0.0,1.0,0.0,13,5,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ye song jeb se mene suna h teb se bhot acha legta h mujhe ye song fest time mene instagram pr suna tha ,1,24,0,106,0,0.0,0.0,1.0,0.0,13,5,6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
i ,0,2,1,5,0,0.0,0.0,1.0,0.0,13,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
what's the significance of the perfume?,0,6,3,39,2,0.0,0.0,1.0,0.0,12,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
keep liking my comment so i come back here to check everday,1,12,5,61,0,0.0,0.0,1.0,0.0,12,5,6,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
marathi manus,1,2,0,16,0,0.0,0.0,1.0,0.0,12,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ek number ,1,3,0,11,0,0.0,0.0,1.0,0.0,12,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
every language is beautiful until it not used for politics.,0,10,5,59,1,0.0,0.0,1.0,0.0,12,5,6,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
tomorrow exam but i still hear this song ,0,9,3,42,0,0.0,0.0,1.0,0.0,12,5,6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"love, it",1,2,0,18,1,0.0,0.0,1.0,0.0,12,5,6,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5
aajao bhai garmiyo me hit song sunne walo ,1,9,1,45,0,0.0,0.0,1.0,0.0,12,5,6,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
"insta reels pe dekhkaar youtube mai video dekhne aya tha, yaha tha gaane ke sath video match hi nhi hai",0,20,0,104,1,0.0,0.0,1.0,0.0,12,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
khup phaltu,0,2,0,11,0,0.0,0.0,1.0,0.0,12,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
please support ,1,3,0,17,0,0.0,0.0,1.0,0.0,12,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 21 june 2025 attendance please ,1,7,0,35,0,0.0,0.0,1.0,0.0,12,5,6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
understanding 0 enjoying 100,0,4,0,30,0,0.0,0.0,1.0,0.0,12,5,6,0.0,0.0,0.16666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.16666666666666666
21 june ko kon kon sun raha hai ,1,9,0,34,0,0.0,0.0,1.0,0.0,12,5,6,0.0,0.0,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.2
021 ,1,2,0,7,1,0.0,0.0,1.0,0.0,12,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
abhi kaun kaun sun raha hai,0,6,0,28,0,0.0,0.0,1.0,0.0,12,5,6,0.0,0.0,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.2
again and again hit bhau,0,5,3,24,0,0.0,0.0,1.0,0.0,12,5,6,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
anyone in 2060,0,3,1,15,0,0.0,0.0,1.0,0.0,12,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
सकई एडट बहत अचछ हआ,0,5,0,25,0,0.0,0.0,1.0,0.0,12,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21june ,1,2,0,8,0,0.0,0.0,1.0,0.0,12,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
anyone here today,0,3,1,17,0,0.0,0.0,1.0,0.0,12,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aapse humne bahut kuchh sikha aur mere channel per 300 subc ho chuke to all youtube family ko bahut bahut thanks,0,21,2,112,0,0.0,0.0,1.0,0.0,12,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
best song ,1,3,0,15,0,0.0,0.0,1.0,0.0,12,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dawnload nhi ho rha ,-1,5,0,21,0,0.0,0.0,1.0,0.0,12,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
very nice song ,1,4,1,16,0,0.0,0.0,1.0,0.0,12,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ek number meaning isha is su su ,0,8,1,35,0,0.0,0.0,1.0,0.0,12,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
july anyone.,0,2,0,13,1,0.0,0.0,1.0,0.0,12,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bada hi wahiyat irritating gana he.,-1,6,0,35,1,0.0,0.0,1.0,0.0,11,5,6,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0
i like this video,1,4,2,17,0,0.0,0.0,1.0,0.0,11,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
i like this song,1,4,1,18,0,0.0,0.0,1.0,0.0,11,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bakwas gana and bakwas singer,0,5,1,29,0,0.0,0.0,1.0,0.0,11,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sanju rathod ind the best singer ,1,7,1,36,0,0.0,0.0,1.0,0.0,11,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
good song ,1,3,0,11,0,0.0,0.0,1.0,0.0,11,5,6,0.0,0.0,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.2
anyone today,1,2,0,15,0,0.0,0.0,1.0,0.0,11,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
this song is so good. it needs to be in a bollywood movie. i cant stop listening to it.,1,19,10,88,3,0.0,0.0,1.0,0.0,11,5,6,0.0,0.0,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.2
sanju bhai ,1,3,0,15,0,0.0,0.0,1.0,0.0,11,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
best song ever ,1,4,0,25,0,0.0,0.0,1.0,0.0,11,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
anoyone today ,0,3,0,18,0,0.0,0.0,1.0,0.0,11,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
video fzol,0,2,0,10,0,0.0,0.0,1.0,0.0,11,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
yeh banda daddy yankee ke song sunta hai .. tabhi itne shaky shaky or music mst ..,0,17,1,84,4,0.0,0.0,1.0,0.0,11,5,6,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.0,0.0,0.09090909090909091,0.18181818181818182,0.09090909090909091,0.0,0.09090909090909091
146 ,0,2,0,6,1,0.0,0.0,1.0,0.0,11,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
halllllllllo bro,0,2,0,16,0,0.0,0.0,1.0,0.0,11,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
my favourite song this you l love you very much mam and sir ,1,14,6,63,0,0.0,0.0,1.0,0.0,11,5,6,0.0,0.0,0.0,0.25,0.0,0.5,0.0,0.0,0.0,0.25
plz make one song with ayesha khan,0,7,1,34,0,0.0,0.0,1.0,0.0,11,5,6,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
so nice ,1,3,1,14,0,0.0,0.0,1.0,0.0,11,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128 is best,1,3,1,12,1,0.0,0.0,1.0,0.0,11,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
afro music followed,0,3,0,19,0,0.0,0.0,1.0,0.0,11,5,6,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333
anyone today ,1,3,0,15,0,0.0,0.0,1.0,0.0,11,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
song ,1,2,0,7,0,0.0,0.0,1.0,0.0,11,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sala niman gana likal,0,4,0,21,0,0.0,0.0,1.0,0.0,10,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138 wow ,1,3,0,12,1,0.0,0.0,1.0,0.0,10,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
anyone 21 jun,0,3,0,13,0,0.0,0.0,1.0,0.0,10,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
